crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Rice,South,69.12,310.76,16.19,permanent_crop/PermanentCrop_197.jpg,711,110,4.272261984,2.226939683,3.849986147,Loan_111,220,954.2845281,380,458,552.5243967,Female,No,2,Not Graduate,Yes,4022,248,440,60,1,Urban,Approved
Maize,South,24.96,333.04,24.49,permanent_crop/PermanentCrop_198.jpg,697,111,4.607862894,2.45678759,2.99453615,Loan_112,328,869.0655716,188,232,880.4605927,Female,No,1,Not Graduate,Yes,7097,1398,417,12,1,Semiurban,Approved
Rice,South,33.91,273.46,17.63,permanent_crop/PermanentCrop_199.jpg,685,112,2.578426366,3.884958915,2.821999423,Loan_113,237,732.0705253,290,403,929.5052005,Male,No,0,Graduate,Yes,7533,141,60,120,0,Semiurban,Approved
Barley,North,48.09,423.75,28.43,permanent_crop/PermanentCrop_2.jpg,834,113,3.191841958,1.608275043,3.509364233,Loan_114,445,577.6803322,226,421,726.5291841,Female,Yes,3+,Not Graduate,Yes,12900,3036,354,60,0,Rural,Approved
Barley,East,61.54,273.5,32.92,permanent_crop/PermanentCrop_20.jpg,849,114,2.194828541,2.789830828,3.631706781,Loan_115,289,832.5318208,321,125,501.9822284,Female,No,1,Graduate,No,7930,3896,119,240,0,Rural,Rejected
Rice,North,31.03,280.89,30.17,permanent_crop/PermanentCrop_200.jpg,715,115,4.152704247,2.559272298,3.236482103,Loan_116,476,530.0265707,381,391,619.940564,Male,Yes,0,Not Graduate,Yes,13190,7893,144,12,1,Urban,Approved
Cotton,North,27.3,209.26,24.54,permanent_crop/PermanentCrop_201.jpg,812,116,3.84142968,4.338635088,1.526802455,Loan_117,215,766.2879381,403,289,749.7171344,Male,Yes,0,Graduate,Yes,10791,2865,143,120,0,Rural,Approved
Cotton,South,64.8,184.76,28.07,permanent_crop/PermanentCrop_202.jpg,835,117,2.030163205,1.163944199,1.627415667,Loan_118,281,566.5594881,123,190,749.7173139,Female,Yes,2,Not Graduate,No,3916,2162,235,36,0,Semiurban,Rejected
Maize,South,37.88,258.88,20.16,permanent_crop/PermanentCrop_203.jpg,788,118,2.302409741,3.519130664,2.282746526,Loan_119,137,814.6778527,481,486,657.7028211,Female,No,3+,Graduate,No,14997,2179,127,12,0,Rural,Approved
Wheat,South,61.79,132.79,21.45,permanent_crop/PermanentCrop_204.jpg,818,119,4.535146368,3.20649835,4.041868509,Loan_120,215,702.3989863,426,228,718.9609004,Female,Yes,3+,Not Graduate,No,3240,574,408,60,1,Semiurban,Rejected
Wheat,South,39.04,272.74,17.46,permanent_crop/PermanentCrop_205.jpg,741,120,1.020186954,4.212689805,3.849924157,Loan_121,362,583.183183,167,442,870.3473024,Male,No,0,Graduate,No,9282,8998,471,60,0,Urban,Approved
Rice,South,39.83,462.94,30.16,permanent_crop/PermanentCrop_206.jpg,773,121,2.317128212,2.420784078,1.998006797,Loan_122,329,943.8861102,298,308,983.9677306,Female,Yes,2,Graduate,Yes,8347,4723,366,240,0,Rural,Rejected
Wheat,North,65.61,438.12,23.24,permanent_crop/PermanentCrop_207.jpg,822,122,4.986873805,4.688410456,2.32232254,Loan_123,350,709.3075636,302,467,750.3762757,Male,Yes,0,Graduate,Yes,12131,1757,193,36,0,Semiurban,Rejected
Wheat,East,79.71,204.54,28.31,permanent_crop/PermanentCrop_208.jpg,792,123,3.280867471,3.453446491,2.790553535,Loan_124,143,990.6541592,407,414,543.5505696,Male,No,0,Graduate,Yes,4945,7178,122,60,0,Urban,Rejected
Cotton,East,70.7,125.36,17.63,permanent_crop/PermanentCrop_209.jpg,848,124,4.891577251,3.799495369,4.733790483,Loan_125,143,907.6885761,112,184,623.5319868,Female,Yes,1,Not Graduate,No,12492,5657,231,60,1,Rural,Approved
Barley,East,61.26,322.84,34.84,permanent_crop/PermanentCrop_21.jpg,761,125,1.294782243,2.948268958,2.327710648,Loan_126,164,701.4752426,393,435,523.6550458,Male,No,0,Graduate,No,2677,8534,475,240,1,Rural,Rejected
Maize,South,64.43,458.96,24.83,permanent_crop/PermanentCrop_210.jpg,736,126,3.506107603,4.385700873,4.272791874,Loan_127,203,609.9167677,245,299,819.4784732,Male,No,1,Graduate,Yes,4147,9474,211,240,0,Rural,Rejected
Rice,West,71.49,309.15,28.53,permanent_crop/PermanentCrop_211.jpg,779,127,4.415006764,1.238375773,1.868151024,Loan_128,177,993.6075842,229,219,993.5097931,Female,Yes,2,Not Graduate,No,12961,8004,381,60,1,Urban,Approved
Barley,South,38.48,214.36,28.76,permanent_crop/PermanentCrop_212.jpg,744,128,3.172843097,4.219287951,3.704509829,Loan_129,341,900.9098643,109,420,565.4225889,Female,Yes,1,Graduate,Yes,13454,2491,294,120,0,Semiurban,Rejected
Rice,West,64.45,222.84,20.65,permanent_crop/PermanentCrop_213.jpg,822,129,4.43915054,2.55099562,1.880172826,Loan_130,370,623.0583206,408,478,862.8299297,Male,Yes,1,Not Graduate,No,3114,3628,488,12,1,Semiurban,Approved
Wheat,South,53.5,294.76,16.86,permanent_crop/PermanentCrop_214.jpg,815,130,4.65194734,3.465041384,3.762881704,Loan_131,240,618.3772594,324,227,792.3632595,Male,Yes,2,Graduate,Yes,14305,4845,192,240,1,Urban,Approved
Wheat,East,54.01,465.64,25.88,permanent_crop/PermanentCrop_215.jpg,712,131,3.875505408,1.006767047,3.286820024,Loan_132,352,605.6862089,347,412,960.3487677,Female,Yes,1,Not Graduate,Yes,4635,5694,342,36,1,Semiurban,Rejected
Cotton,East,25.87,162.74,31.71,permanent_crop/PermanentCrop_216.jpg,764,132,1.228800327,1.6469671,3.229319438,Loan_133,191,513.3702562,464,417,685.9030317,Female,Yes,3+,Graduate,Yes,7109,2486,230,36,1,Semiurban,Rejected
Maize,North,74.09,296.57,20.63,permanent_crop/PermanentCrop_217.jpg,652,133,2.051516248,4.088630041,3.155749298,Loan_134,164,794.5555413,469,242,889.5296172,Male,Yes,1,Not Graduate,No,4105,5329,401,60,1,Semiurban,Approved
Rice,East,20.31,140.99,25.71,permanent_crop/PermanentCrop_218.jpg,826,134,2.036517004,2.621958962,3.418301155,Loan_135,247,895.2398616,129,449,916.9502092,Female,No,2,Graduate,Yes,4502,418,184,120,1,Urban,Rejected
Wheat,South,22.14,336.86,26.48,permanent_crop/PermanentCrop_219.jpg,730,135,3.611254557,1.679703892,1.095852631,Loan_136,266,511.7104538,144,419,765.2165166,Male,No,2,Graduate,Yes,2429,1084,382,240,1,Rural,Rejected
Barley,North,78.46,247.65,29.34,permanent_crop/PermanentCrop_22.jpg,676,136,4.990044022,4.181260965,3.456903851,Loan_137,211,637.9438823,249,195,990.2424098,Female,No,0,Not Graduate,Yes,14493,7503,248,240,1,Semiurban,Approved
Wheat,East,64.24,466.79,33.59,permanent_crop/PermanentCrop_220.jpg,777,137,2.558154637,3.199310776,1.380159039,Loan_138,335,513.0639948,265,218,812.5763107,Male,No,0,Not Graduate,Yes,11313,4319,244,120,0,Semiurban,Rejected
Barley,East,47.2,297.59,29.91,permanent_crop/PermanentCrop_221.jpg,651,138,2.232502562,3.138218334,3.786095246,Loan_139,442,978.4675503,293,155,838.6371615,Male,Yes,2,Not Graduate,No,11057,3267,455,36,0,Urban,Rejected
Cotton,West,26.78,308.73,24.23,permanent_crop/PermanentCrop_222.jpg,703,139,4.535050768,3.296134812,4.314996087,Loan_140,405,564.540487,490,208,784.58968,Female,Yes,3+,Graduate,Yes,6519,6647,381,12,1,Rural,Rejected
Barley,West,53.92,287.08,34.39,permanent_crop/PermanentCrop_223.jpg,843,140,4.431939378,3.733876725,3.127023546,Loan_141,362,536.7303404,177,258,741.9516145,Female,Yes,2,Graduate,No,10122,8399,391,12,1,Urban,Approved
Wheat,South,62.1,293.64,23.1,permanent_crop/PermanentCrop_224.jpg,718,141,1.619526818,4.040943459,4.181160254,Loan_142,345,936.2139794,227,112,886.66325,Female,No,3+,Not Graduate,Yes,14232,9122,126,36,1,Semiurban,Rejected
Maize,East,66.8,481.85,17.14,permanent_crop/PermanentCrop_225.jpg,832,142,1.755589141,1.004237151,2.599558355,Loan_143,433,681.0936368,333,380,901.6827776,Female,Yes,0,Graduate,Yes,10762,9162,405,36,0,Semiurban,Rejected
Rice,South,41.83,312.58,33.83,permanent_crop/PermanentCrop_226.jpg,753,143,3.584135396,3.697986758,2.255947737,Loan_144,307,693.1684386,113,127,689.655262,Female,No,3+,Graduate,No,12991,7729,444,12,1,Semiurban,Approved
Wheat,East,39.24,247.93,33.7,permanent_crop/PermanentCrop_227.jpg,782,144,3.813272658,2.524023485,1.68410362,Loan_145,335,756.3531355,487,223,613.6989521,Male,Yes,0,Graduate,No,11676,9710,353,12,1,Rural,Approved
Rice,West,41.25,493.91,22.46,permanent_crop/PermanentCrop_228.jpg,689,145,1.508911743,2.963801153,3.600309753,Loan_146,106,888.4503248,360,416,530.0676845,Male,No,3+,Not Graduate,Yes,2643,2958,455,12,0,Urban,Rejected
Cotton,East,44.73,274.45,25.44,permanent_crop/PermanentCrop_229.jpg,746,146,1.261202574,2.592577067,1.920261196,Loan_147,374,910.0767694,358,421,941.598644,Male,Yes,0,Graduate,Yes,9122,3456,67,120,1,Rural,Rejected
Cotton,North,37.62,151.44,23.8,permanent_crop/PermanentCrop_23.jpg,802,147,1.549694746,3.601305724,4.508432302,Loan_148,244,683.4381231,123,492,604.5481396,Female,No,3+,Graduate,Yes,6885,221,51,12,1,Rural,Rejected
Barley,West,57.01,413.3,18.14,permanent_crop/PermanentCrop_230.jpg,684,148,3.77393177,2.350137287,4.769578976,Loan_149,452,580.6406674,439,430,845.1377704,Male,Yes,0,Graduate,Yes,12017,3049,335,12,0,Urban,Approved
Rice,South,26.19,474.52,32.66,permanent_crop/PermanentCrop_231.jpg,738,149,4.512865813,4.65353101,2.90858527,Loan_150,220,797.9972274,249,394,895.8253491,Female,No,2,Graduate,Yes,7503,4,89,240,0,Rural,Rejected
Rice,East,29.16,359.33,23.69,permanent_crop/PermanentCrop_232.jpg,659,150,1.77094072,4.206225964,2.921685966,Loan_151,270,958.3534455,149,464,535.901207,Female,Yes,3+,Graduate,No,5547,2433,261,240,1,Urban,Approved
Rice,North,32.27,498.26,23.4,permanent_crop/PermanentCrop_233.jpg,794,151,1.067264627,3.269176302,2.814812241,Loan_152,408,872.4583252,191,386,583.6371542,Male,Yes,2,Not Graduate,Yes,6188,3079,486,240,1,Urban,Approved
Maize,North,45.55,428.16,30.72,permanent_crop/PermanentCrop_234.jpg,747,152,3.258985054,2.055933973,3.083745271,Loan_153,369,653.0946369,287,437,906.779621,Male,No,1,Graduate,Yes,10513,720,252,60,1,Urban,Approved
Maize,North,69.04,377.68,29.32,permanent_crop/PermanentCrop_235.jpg,723,153,4.295065651,4.92110479,4.309772527,Loan_154,151,578.5472652,308,209,645.8405332,Female,No,0,Graduate,No,8431,3560,238,240,0,Semiurban,Rejected
Cotton,West,44.01,270.8,30.9,permanent_crop/PermanentCrop_236.jpg,804,154,2.020380075,4.274406402,3.847813329,Loan_155,465,508.4804705,235,118,779.4478551,Female,No,3+,Not Graduate,Yes,9900,2042,108,12,1,Urban,Rejected
Barley,West,69.75,481.51,23.53,permanent_crop/PermanentCrop_237.jpg,724,155,3.966515416,3.288610812,1.189051798,Loan_156,409,999.1058268,464,170,608.1593302,Female,No,0,Not Graduate,No,2032,3285,279,120,1,Urban,Rejected
Maize,North,73.59,499.16,28.02,permanent_crop/PermanentCrop_238.jpg,667,156,2.75489635,3.285277892,3.604759669,Loan_157,437,809.3439043,140,256,893.0470782,Male,No,2,Graduate,No,2851,7215,471,120,1,Semiurban,Approved
Rice,North,73.11,490.99,20.05,permanent_crop/PermanentCrop_239.jpg,751,157,2.462401054,1.391307495,3.314505998,Loan_158,219,597.5528366,180,233,974.2852164,Female,Yes,0,Not Graduate,Yes,3296,3574,125,240,1,Semiurban,Rejected
Barley,North,69.17,296.43,16.88,permanent_crop/PermanentCrop_24.jpg,683,158,4.222393643,1.268099274,4.255028546,Loan_159,420,662.4201046,283,105,729.3972543,Female,No,3+,Not Graduate,Yes,5588,7895,299,120,1,Semiurban,Rejected
Rice,West,65.72,314.3,15.45,permanent_crop/PermanentCrop_240.jpg,848,159,1.873611327,3.545493845,3.886616229,Loan_160,417,811.7806301,399,238,835.5303559,Male,No,2,Graduate,No,5885,3525,66,36,0,Semiurban,Rejected
Maize,East,38.73,448.32,16.88,permanent_crop/PermanentCrop_241.jpg,769,160,2.679402726,2.76695602,1.069550264,Loan_161,251,861.4443108,414,162,505.4958956,Male,Yes,0,Graduate,No,3944,8369,306,60,0,Semiurban,Rejected
Rice,West,48.22,352.17,15.35,permanent_crop/PermanentCrop_242.jpg,796,161,2.835232321,1.055129677,4.44321521,Loan_162,335,936.0083654,121,415,664.1929258,Male,Yes,1,Graduate,No,3030,1184,55,36,1,Urban,Rejected
Wheat,South,24.17,211.58,16.76,permanent_crop/PermanentCrop_243.jpg,813,162,1.114796837,1.238650433,1.581756462,Loan_163,365,515.0152509,382,456,994.8021596,Female,Yes,2,Not Graduate,Yes,8326,4943,268,240,0,Semiurban,Rejected
Rice,East,33.79,369.64,21.26,permanent_crop/PermanentCrop_244.jpg,810,163,3.089579386,4.002656728,4.042202483,Loan_164,484,938.3586808,250,225,870.6266344,Male,Yes,1,Graduate,No,6052,9098,375,36,0,Semiurban,Rejected
Maize,North,27.09,140.75,24.32,permanent_crop/PermanentCrop_245.jpg,748,164,2.316993146,3.424559202,4.502762,Loan_165,222,922.4900481,254,162,713.8321604,Male,No,1,Graduate,Yes,6768,2200,314,12,0,Semiurban,Rejected
Barley,West,60.46,340.7,30.18,permanent_crop/PermanentCrop_246.jpg,683,165,3.653079087,2.643786589,4.052221307,Loan_166,171,659.7949018,230,299,778.4989835,Female,Yes,1,Graduate,Yes,6181,3467,123,240,0,Urban,Rejected
Maize,East,29.55,260.78,33.8,permanent_crop/PermanentCrop_247.jpg,760,166,1.328933248,4.386626994,3.063281285,Loan_167,321,855.290287,188,447,663.8302728,Female,No,2,Not Graduate,No,14277,8442,331,240,0,Semiurban,Rejected
Cotton,North,55.91,420.04,29.6,permanent_crop/PermanentCrop_248.jpg,719,167,4.043732408,4.879234693,2.905560758,Loan_168,434,776.2469956,257,458,600.5202815,Female,No,2,Not Graduate,Yes,5579,6939,76,36,0,Urban,Approved
Barley,South,27.59,381.81,26.08,permanent_crop/PermanentCrop_249.jpg,662,168,2.234150282,1.922237012,2.194564361,Loan_169,495,561.4543471,474,153,850.6872576,Female,Yes,0,Not Graduate,No,10902,9900,321,120,1,Rural,Rejected
Barley,East,53.77,478.2,24.4,permanent_crop/PermanentCrop_25.jpg,827,169,4.45500275,2.91185124,4.040987867,Loan_170,451,507.3826811,343,263,673.0254305,Female,Yes,0,Graduate,No,7842,1180,171,60,1,Semiurban,Approved
Wheat,West,52.73,179.13,26.69,permanent_crop/PermanentCrop_250.jpg,719,170,1.018104142,1.921180301,2.478356802,Loan_171,337,918.5408114,332,104,626.8358078,Male,Yes,3+,Graduate,Yes,14730,2679,151,12,0,Urban,Rejected
Wheat,East,28.66,134.82,21.72,permanent_crop/PermanentCrop_251.jpg,813,171,1.14991493,2.972970508,3.114903038,Loan_172,178,685.8456275,261,217,531.5469566,Female,No,2,Graduate,No,3474,8221,470,60,1,Rural,Approved
Barley,East,48.14,399.29,22.72,permanent_crop/PermanentCrop_252.jpg,715,172,1.096141742,2.254537947,3.438683135,Loan_173,363,641.2195258,396,323,833.7172536,Male,No,2,Not Graduate,Yes,2194,9570,321,240,0,Urban,Rejected
Maize,East,42.98,171.85,21.44,permanent_crop/PermanentCrop_253.jpg,673,173,4.644154776,3.028274327,3.680906117,Loan_174,210,782.3081362,214,453,812.8188209,Male,Yes,3+,Not Graduate,No,5712,7956,304,120,0,Rural,Approved
Maize,West,68.41,462.1,18.89,permanent_crop/PermanentCrop_254.jpg,712,174,3.413230245,3.223819659,4.125113561,Loan_175,154,841.0539572,489,477,611.590476,Male,No,0,Not Graduate,No,10424,1946,139,36,0,Semiurban,Rejected
Cotton,North,60.86,105.85,17.84,permanent_crop/PermanentCrop_255.jpg,781,175,2.125014576,1.219010757,1.040917143,Loan_176,481,827.1216153,204,289,597.6308101,Male,No,2,Graduate,Yes,4035,6371,54,12,0,Semiurban,Rejected
Barley,West,37.75,201.26,21.98,permanent_crop/PermanentCrop_256.jpg,826,176,3.018769693,2.521807867,1.968749077,Loan_177,499,938.6861854,321,404,757.0553962,Female,No,0,Not Graduate,Yes,9195,853,329,60,1,Semiurban,Rejected
Maize,North,64.91,425.27,30.8,permanent_crop/PermanentCrop_257.jpg,845,177,1.883400351,4.073855191,4.825804951,Loan_178,476,979.2455852,276,371,519.8721275,Male,Yes,0,Graduate,Yes,9887,6373,100,120,1,Urban,Rejected
Barley,East,34.25,152.18,21.15,permanent_crop/PermanentCrop_258.jpg,675,178,3.413634997,3.288047834,3.115185184,Loan_179,310,836.8419375,170,319,797.4157545,Male,Yes,1,Graduate,Yes,12243,8082,262,240,0,Semiurban,Approved
Maize,East,41.46,185.18,18.67,permanent_crop/PermanentCrop_259.jpg,777,179,2.181777093,1.875981353,3.675174951,Loan_180,292,817.6566597,421,369,756.6169441,Male,Yes,3+,Not Graduate,Yes,8762,7930,380,120,0,Urban,Rejected
Maize,South,42.91,247.48,33.24,permanent_crop/PermanentCrop_26.jpg,778,180,3.598115097,4.924481929,4.759946463,Loan_181,459,762.986219,128,355,798.0398144,Male,No,2,Graduate,No,2800,2013,110,12,1,Semiurban,Approved
Wheat,East,56.4,410.87,32.03,permanent_crop/PermanentCrop_260.jpg,743,181,4.249485945,1.684383533,4.783314335,Loan_182,351,749.6840198,168,450,964.5700766,Male,Yes,2,Not Graduate,No,14156,1516,96,12,1,Rural,Approved
Wheat,West,68.99,421.32,32.81,permanent_crop/PermanentCrop_261.jpg,823,182,3.596600361,4.145745647,3.902582614,Loan_183,400,716.6107318,255,355,632.7578191,Female,No,0,Graduate,No,3523,250,209,36,1,Rural,Rejected
Barley,South,54.39,106.37,28.45,permanent_crop/PermanentCrop_262.jpg,712,183,1.411751776,1.511878833,4.164664026,Loan_184,325,998.0991883,281,382,503.5094878,Male,Yes,2,Not Graduate,Yes,2783,4598,207,36,0,Semiurban,Rejected
Cotton,South,75.49,276.49,18.83,permanent_crop/PermanentCrop_263.jpg,751,184,2.429173708,3.949759288,1.341827049,Loan_185,345,853.4135074,141,103,817.1077208,Male,No,1,Not Graduate,Yes,5683,748,341,12,0,Urban,Rejected
Cotton,East,67.66,433.52,25.94,permanent_crop/PermanentCrop_264.jpg,730,185,1.391895598,1.671613025,2.577170083,Loan_186,125,556.4560576,281,212,702.1843856,Female,No,0,Graduate,Yes,10853,1145,280,60,1,Rural,Rejected
Cotton,North,71.13,387.29,23.61,permanent_crop/PermanentCrop_265.jpg,847,186,2.90122298,2.289542312,1.08320503,Loan_187,237,535.4898371,372,473,628.3169254,Male,No,1,Graduate,Yes,2616,4538,464,36,1,Urban,Approved
Rice,South,29.88,463.37,31.42,permanent_crop/PermanentCrop_266.jpg,713,187,2.238217235,2.315403186,2.417442076,Loan_188,415,977.209035,187,465,867.9151997,Male,No,1,Graduate,Yes,6241,5547,371,36,1,Urban,Rejected
Maize,South,74.63,371.29,32.39,permanent_crop/PermanentCrop_267.jpg,847,188,3.354156509,2.770930525,3.572404405,Loan_189,188,740.3426116,142,105,883.131118,Male,Yes,1,Graduate,Yes,11443,649,425,12,0,Urban,Rejected
Wheat,North,38.36,445.54,30.47,permanent_crop/PermanentCrop_268.jpg,693,189,1.358421523,3.297455184,4.251930367,Loan_190,219,536.9644794,232,169,667.6280266,Female,Yes,1,Graduate,Yes,7888,2293,384,12,0,Rural,Approved
Wheat,North,38.55,463.2,16.3,permanent_crop/PermanentCrop_269.jpg,735,190,2.427563274,1.126173153,1.567992846,Loan_191,482,961.669383,158,314,938.4475986,Male,Yes,1,Graduate,Yes,8084,5593,398,120,1,Urban,Rejected
Barley,North,63.87,488.02,18.21,permanent_crop/PermanentCrop_27.jpg,687,191,2.285271338,2.160253885,4.86183589,Loan_192,402,619.6907193,339,144,548.1213264,Female,No,3+,Graduate,Yes,5178,7777,407,36,1,Urban,Approved
Rice,South,51.63,210.56,28.46,permanent_crop/PermanentCrop_270.jpg,757,192,1.378695104,3.014359579,2.360226942,Loan_193,145,579.3587597,342,313,703.8302232,Male,Yes,3+,Graduate,Yes,14860,3856,372,60,1,Semiurban,Approved
Wheat,North,62.02,492.29,17.65,permanent_crop/PermanentCrop_271.jpg,703,193,3.083810882,2.621398621,4.218118263,Loan_194,432,975.497155,238,199,547.1434018,Male,No,1,Not Graduate,No,5598,6627,421,12,0,Semiurban,Rejected
Barley,North,71,361.27,24.29,permanent_crop/PermanentCrop_272.jpg,706,194,4.784632985,1.857979781,3.80153346,Loan_195,439,628.225904,307,269,722.9391413,Male,Yes,2,Not Graduate,No,11225,9157,309,60,1,Rural,Rejected
Rice,East,72.64,282.59,30.73,permanent_crop/PermanentCrop_273.jpg,668,195,2.174030756,3.944632765,2.027850633,Loan_196,156,850.7163902,114,462,936.2756639,Female,Yes,2,Not Graduate,No,8656,7443,464,36,0,Semiurban,Approved
Rice,North,28.76,326.72,23.01,permanent_crop/PermanentCrop_274.jpg,835,196,2.279757639,4.270609404,1.834692984,Loan_197,268,548.7386366,385,414,906.2450115,Male,No,2,Graduate,No,7843,766,237,12,0,Rural,Rejected
Wheat,South,38.41,484.4,22.6,permanent_crop/PermanentCrop_275.jpg,828,197,1.416490876,1.566268353,2.127147261,Loan_198,331,560.3088359,149,207,963.450591,Female,Yes,3+,Not Graduate,No,3714,4298,298,240,1,Semiurban,Rejected
Wheat,South,68.76,341.8,31.43,permanent_crop/PermanentCrop_276.jpg,842,198,2.303727092,3.910494854,2.718791816,Loan_199,158,500.5633003,162,104,892.2655177,Female,Yes,1,Not Graduate,Yes,14080,1807,334,36,0,Semiurban,Approved
Cotton,East,33.4,162.26,16.63,permanent_crop/PermanentCrop_277.jpg,812,199,1.548797935,4.019692653,3.383436403,Loan_200,392,664.6564522,329,246,992.890798,Female,Yes,1,Graduate,No,10434,1494,111,240,0,Rural,Approved
Maize,South,28.56,473.32,24.24,permanent_crop/PermanentCrop_278.jpg,826,200,3.524324147,2.274894968,2.15845493,Loan_201,238,712.8875145,411,480,754.0865067,Male,No,0,Not Graduate,Yes,9112,9686,394,36,1,Rural,Approved
Maize,South,46.93,348.48,32.9,permanent_crop/PermanentCrop_279.jpg,738,201,3.08789632,1.965374904,2.688640505,Loan_202,118,551.1336176,345,150,610.5089711,Female,Yes,1,Not Graduate,Yes,12191,6795,401,12,1,Rural,Rejected
Maize,South,27.44,207.61,20.81,permanent_crop/PermanentCrop_28.jpg,838,202,3.847076892,2.563973319,4.275522159,Loan_203,450,716.4431477,263,233,899.4246842,Male,No,1,Graduate,No,2809,8609,351,120,0,Rural,Approved
Maize,South,55.31,121.99,31.1,permanent_crop/PermanentCrop_280.jpg,699,203,3.270072245,2.581878734,1.914970325,Loan_204,113,584.5048146,429,325,853.5078119,Male,Yes,1,Graduate,No,12427,4988,487,12,0,Semiurban,Rejected
Barley,North,49.73,420.84,27.76,permanent_crop/PermanentCrop_281.jpg,743,204,2.850077103,1.296221982,3.683374111,Loan_205,301,689.9445201,166,494,696.4944471,Female,Yes,1,Not Graduate,Yes,7945,8942,456,240,1,Semiurban,Rejected
